,heating,cooling,fans,heat_recovery,heat_rejection,interior_equipment,refrigeration,pumps,water_systems
273,145.39397893982257,400.6668986618518,2441.359574073779,2.577799122570711e-16,6.5183061157004865,1005.5743801031499,12.913019129992433,109.18368302336769,192.7581896914115
274,39.57378561889063,18906.71439987823,16483.597790651966,7.45000364448518e-16,127.03935311257798,17315.27771579496,353.5661739756711,788.6519247795553,6643.2899677929945
275,235.0708991427261,4335.4875815387095,15525.973025416495,6.687187274082973e-16,68.73926469030118,10277.496827394563,21.268088256217588,694.4361417325589,1500.7022523984795
276,9.660772265855549,3751.1689833608507,4026.504166993809,3.0527040615469165e-16,29.812865001608213,4253.5379664199145,18.57712213416223,203.1756249727751,1878.9979482389233
277,35.00116464730645,8376.03967541719,9740.501663399506,5.416045245490826e-16,59.88690804832409,10050.452097413838,5.318225830239803,465.70425166641274,3475.9787723592285
278,342.46469455096604,3515.1865806603173,14686.945531311114,6.672101523148597e-16,46.97556941739411,11776.340608394774,300.65671450392006,649.5028147859034,2333.9864844620843
279,301.34636683709607,2929.52805776409,14756.992691239198,4.885654367909329e-16,49.384739430251365,6670.618240926468,9.558736393826381,655.0746273601942,926.6042287105471
280,26.45947169732531,22689.998685618248,14944.955284651161,5.73630045049396e-16,142.34411930342844,16341.289386442932,317.23082347151893,727.262452392647,6506.236881234772
281,316.15930711417246,3397.0515610176144,14194.27365889991,5.667939548668408e-16,47.945149130042985,9400.879594293807,10.009179123243854,636.5662201947174,1373.0758897891478
282,40.63492708779965,16455.291556267206,16629.059282321694,6.458425027972153e-16,110.7578958319278,20024.548158808346,312.1004186745734,791.0410642006669,8072.880982971919
283,2107.3009836977235,1840.3122122036614,14994.197665697106,6.906737011905e-16,20.71471740415195,10676.342960497073,290.48134770357797,655.0493043712912,1670.9076831308503
284,20.47271850633545,9224.339611151583,7619.706060775457,5.805382692611523e-16,66.86419121366093,7889.0957456017895,164.3410774240602,375.6072950164826,2955.906049358046
285,445.1527763427541,1739.081175901063,8957.505930482128,5.189782191568452e-16,15.824975982106883,6189.5813641945415,23.26151357477786,414.89067446288516,933.4177017397349
